mid,ans,bll,lf,mas,ga,DOC,DOI,POC,POI,DOC_sd,DOI_sd,POC_sd,POI_sd
759,0.75,0.1,1,2.8,1,0.63,0.786,0.384,0.224,0.152643375,0.131164019,0.14472042,0.142211111
760,0.75,0.1,1,3.2,1,0.634,0.82,0.358,0.178,0.159511755,0.107703296,0.135779233,0.122131077
761,0.75,0.1,1,3.6,1,0.634,0.816,0.326,0.166,0.135070352,0.100717426,0.130858702,0.105090437
762,0.75,0.1,1,2.8,1.5,0.634,0.846,0.382,0.166,0.158252962,0.123628476,0.140982268,0.11065261
763,0.75,0.1,1,3.2,1.5,0.614,0.882,0.366,0.132,0.163719272,0.110797112,0.140868733,0.119063009
764,0.75,0.1,1,3.6,1.5,0.65,0.906,0.368,0.106,0.141774469,0.092541882,0.156767344,0.104709121
765,0.75,0.1,1,2.8,2,0.632,0.898,0.382,0.126,0.161789987,0.098974744,0.146546921,0.112800709
766,0.75,0.1,1,3.2,2,0.634,0.9,0.368,0.092,0.122653985,0.103923048,0.128747816,0.107405773
767,0.75,0.1,1,3.6,2,0.636,0.942,0.362,0.058,0.142492105,0.077691698,0.161108659,0.053254108
768,0.75,0.3,0.5,2.8,0.5,0.634,0.724,0.358,0.3,0.159511755,0.132,0.163816971,0.150996689
769,0.75,0.3,0.5,3.2,0.5,0.626,0.754,0.366,0.262,0.12134249,0.109927249,0.160760692,0.158606431
770,0.75,0.3,0.5,3.6,0.5,0.66,0.776,0.374,0.248,0.157480157,0.134996296,0.138289551,0.118726577
771,0.75,0.3,0.5,2.8,1,0.638,0.79,0.332,0.222,0.144069428,0.122065556,0.169044373,0.13753545
772,0.75,0.3,0.5,3.2,1,0.654,0.834,0.332,0.2,0.144512975,0.114210332,0.113912247,0.128062485
773,0.75,0.3,0.5,3.6,1,0.66,0.842,0.366,0.194,0.157480157,0.100179838,0.129011627,0.125554769
774,0.75,0.3,0.5,2.8,1.5,0.674,0.836,0.35,0.154,0.132378246,0.105375519,0.155241747,0.120349491
775,0.75,0.3,0.5,3.2,1.5,0.648,0.854,0.358,0.138,0.151314243,0.100419122,0.132800602,0.105621967
776,0.75,0.3,0.5,3.6,1.5,0.632,0.904,0.314,0.094,0.125602548,0.077356318,0.129630243,0.094678403
777,0.75,0.3,0.5,2.8,2,0.646,0.87,0.348,0.122,0.149946657,0.113578167,0.134521374,0.092282176
778,0.75,0.3,0.5,3.2,2,0.638,0.926,0.348,0.102,0.170751281,0.082,0.15651198,0.083642095
779,0.75,0.3,0.5,3.6,2,0.66,0.954,0.362,0.072,0.137113092,0.072691127,0.157340395,0.087269697
780,0.75,0.3,0.7,2.8,0.5,0.622,0.694,0.364,0.318,0.167678263,0.13770984,0.145272158,0.126
781,0.75,0.3,0.7,3.2,0.5,0.676,0.746,0.326,0.28,0.151736614,0.135955875,0.138289551,0.128062485
782,0.75,0.3,0.7,3.6,0.5,0.662,0.754,0.342,0.25,0.121474277,0.144512975,0.15111585,0.117046999
783,0.75,0.3,0.7,2.8,1,0.678,0.756,0.34,0.22,0.152695776,0.149879952,0.14,0.12
784,0.75,0.3,0.7,3.2,1,0.648,0.796,0.36,0.18,0.147295621,0.101901914,0.14,0.126491106
785,0.75,0.3,0.7,3.6,1,0.644,0.816,0.362,0.15,0.149879952,0.123870901,0.154777259,0.133041347
786,0.75,0.3,0.7,2.8,1.5,0.628,0.83,0.334,0.162,0.154970965,0.123693169,0.136543034,0.124723695
787,0.75,0.3,0.7,3.2,1.5,0.632,0.868,0.356,0.15,0.139197701,0.083522452,0.140228385,0.092195445
788,0.75,0.3,0.7,3.6,1.5,0.654,0.906,0.36,0.112,0.159009434,0.098812955,0.156204994,0.107032705
789,0.75,0.3,0.7,2.8,2,0.636,0.872,0.36,0.128,0.136762568,0.093893557,0.129614814,0.107777549
790,0.75,0.3,0.7,3.2,2,0.668,0.926,0.356,0.092,0.1362938,0.093402355,0.151208465,0.077045441
791,0.75,0.3,0.7,3.6,2,0.68,0.934,0.344,0.046,0.152315462,0.076446059,0.140228385,0.060695964
792,0.75,0.3,0.9,2.8,0.5,0.618,0.728,0.352,0.296,0.13955644,0.1562562,0.136,0.153570831
793,0.75,0.3,0.9,3.2,0.5,0.618,0.77,0.344,0.244,0.182964477,0.128452326,0.16511814,0.140228385
794,0.75,0.3,0.9,3.6,0.5,0.624,0.768,0.35,0.264,0.159449051,0.120731106,0.153948043,0.132302683
795,0.75,0.3,0.9,2.8,1,0.658,0.772,0.368,0.228,0.15111585,0.147023808,0.148916084,0.160049992
796,0.75,0.3,0.9,3.2,1,0.628,0.798,0.336,0.202,0.14427751,0.13489255,0.158442419,0.11574109
797,0.75,0.3,0.9,3.6,1,0.65,0.828,0.324,0.152,0.13453624,0.126554336,0.143610585,0.128436755
798,0.75,0.3,0.9,2.8,1.5,0.672,0.826,0.374,0.14,0.16857046,0.111013513,0.136835668,0.1356466
799,0.75,0.3,0.9,3.2,1.5,0.67,0.824,0.348,0.128,0.172336879,0.124193398,0.157784663,0.120066648
800,0.75,0.3,0.9,3.6,1.5,0.672,0.91,0.342,0.102,0.13272528,0.080622577,0.16011246,0.081215762
801,0.75,0.3,0.9,2.8,2,0.642,0.86,0.326,0.16,0.16503333,0.105830052,0.130858702,0.13114877
802,0.75,0.3,0.9,3.2,2,0.662,0.912,0.368,0.1,0.132499057,0.076524506,0.146205335,0.084852814
803,0.75,0.3,0.9,3.6,2,0.648,0.944,0.37,0.05,0.171160743,0.066813172,0.157797338,0.064031242
804,0.75,0.3,1,2.8,0.5,0.668,0.67,0.328,0.276,0.161789987,0.122065556,0.157530949,0.159449051
805,0.75,0.3,1,3.2,0.5,0.664,0.756,0.342,0.264,0.163413586,0.128312119,0.16981166,0.149345238
806,0.75,0.3,1,3.6,0.5,0.65,0.754,0.38,0.228,0.11,0.128390031,0.173205081,0.114960863
807,0.75,0.3,1,2.8,1,0.646,0.79,0.316,0.252,0.128390031,0.156524758,0.174768418,0.161542564
808,0.75,0.3,1,3.2,1,0.63,0.824,0.368,0.216,0.148660687,0.115861987,0.133326666,0.143331783
809,0.75,0.3,1,3.6,1,0.648,0.826,0.336,0.134,0.126870012,0.118,0.143888846,0.101212647
810,0.75,0.3,1,2.8,1.5,0.672,0.846,0.348,0.188,0.151049661,0.116978631,0.164,0.12592061
811,0.75,0.3,1,3.2,1.5,0.67,0.862,0.344,0.138,0.128452326,0.105621967,0.138794813,0.105621967
812,0.75,0.3,1,3.6,1.5,0.686,0.874,0.326,0.094,0.132680066,0.114560028,0.153375357,0.085813752
813,0.75,0.3,1,2.8,2,0.674,0.866,0.318,0.128,0.143958327,0.121012396,0.13067517,0.098061205
814,0.75,0.3,1,3.2,2,0.658,0.91,0.328,0.112,0.147091808,0.098488578,0.140057131,0.103227903
815,0.75,0.3,1,3.6,2,0.71,0.942,0.332,0.068,0.128452326,0.07236021,0.127184905,0.088181631
816,0.75,0.5,0.5,2.8,0.5,0.652,0.734,0.372,0.268,0.148647233,0.138,0.170926885,0.125602548
817,0.75,0.5,0.5,3.2,0.5,0.626,0.758,0.346,0.264,0.142562267,0.141548578,0.166385095,0.129243955
818,0.75,0.5,0.5,3.6,0.5,0.65,0.788,0.322,0.248,0.140356688,0.138043471,0.128514591,0.149986666
819,0.75,0.5,0.5,2.8,1,0.626,0.752,0.352,0.226,0.149412182,0.141760361,0.147295621,0.132378246
820,0.75,0.5,0.5,3.2,1,0.644,0.81,0.318,0.202,0.148539557,0.13453624,0.187285878,0.119146968
821,0.75,0.5,0.5,3.6,1,0.692,0.862,0.354,0.154,0.157276826,0.099779757,0.147254881,0.106226174
822,0.75,0.5,0.5,2.8,1.5,0.66,0.814,0.32,0.168,0.150996689,0.128078101,0.149666295,0.113912247
823,0.75,0.5,0.5,3.2,1.5,0.668,0.86,0.36,0.128,0.152892119,0.093808315,0.150996689,0.093893557
824,0.75,0.5,0.5,3.6,1.5,0.66,0.9,0.368,0.098,0.14832397,0.087177979,0.148916084,0.096932967
825,0.75,0.5,0.5,2.8,2,0.672,0.89,0.348,0.128,0.153674982,0.108166538,0.165215011,0.107777549
826,0.75,0.5,0.5,3.2,2,0.68,0.914,0.364,0.092,0.14832397,0.09593748,0.141081537,0.079598995
827,0.75,0.5,0.5,3.6,2,0.678,0.93,0.382,0.07,0.173539621,0.083066239,0.151907867,0.083066239
828,0.75,0.5,0.7,2.8,0.5,0.63,0.734,0.344,0.284,0.160312195,0.159511755,0.161443489,0.152787434
829,0.75,0.5,0.7,3.2,0.5,0.656,0.724,0.322,0.238,0.169894085,0.128934092,0.15657586,0.118135515
830,0.75,0.5,0.7,3.6,0.5,0.678,0.782,0.318,0.248,0.147363496,0.107126094,0.133701159,0.131514258
831,0.75,0.5,0.7,2.8,1,0.66,0.804,0.338,0.218,0.173205081,0.131087757,0.156064089,0.13955644
832,0.75,0.5,0.7,3.2,1,0.672,0.842,0.356,0.24,0.124963995,0.09816313,0.169894085,0.141421356
833,0.75,0.5,0.7,3.6,1,0.656,0.814,0.352,0.158,0.126743836,0.102,0.138910043,0.109708705
834,0.75,0.5,0.7,2.8,1.5,0.68,0.822,0.376,0.184,0.137113092,0.110072703,0.159449051,0.104613575
835,0.75,0.5,0.7,3.2,1.5,0.63,0.874,0.36,0.13,0.144568323,0.099619275,0.146969385,0.108166538
836,0.75,0.5,0.7,3.6,1.5,0.654,0.912,0.356,0.096,0.148606864,0.093037627,0.14164745,0.095833188
837,0.75,0.5,0.7,2.8,2,0.65,0.862,0.348,0.122,0.126885775,0.111157546,0.128436755,0.125363472
838,0.75,0.5,0.7,3.2,2,0.648,0.9,0.358,0.06,0.153935051,0.09591663,0.132800602,0.063245553
839,0.75,0.5,0.7,3.6,2,0.696,0.942,0.358,0.068,0.146914941,0.09610411,0.137244308,0.076
840,0.75,0.5,0.9,2.8,0.5,0.64,0.72,0.328,0.288,0.162480768,0.16,0.14427751,0.129058126
841,0.75,0.5,0.9,3.2,0.5,0.628,0.722,0.312,0.218,0.157530949,0.141830885,0.143721954,0.13067517
842,0.75,0.5,0.9,3.6,0.5,0.654,0.738,0.376,0.214,0.129938447,0.119816526,0.150412765,0.098
843,0.75,0.5,0.9,2.8,1,0.648,0.792,0.344,0.202,0.15651198,0.109252002,0.173389734,0.119146968
844,0.75,0.5,0.9,3.2,1,0.626,0.782,0.362,0.172,0.129321305,0.126,0.175373886,0.118389189
845,0.75,0.5,0.9,3.6,1,0.652,0.828,0.318,0.146,0.149986666,0.134223694,0.154518607,0.102391406
846,0.75,0.5,0.9,2.8,1.5,0.656,0.8,0.386,0.174,0.104230514,0.134164079,0.142842571,0.112800709
847,0.75,0.5,0.9,3.2,1.5,0.632,0.852,0.346,0.114,0.148916084,0.126870012,0.151274585,0.102
848,0.75,0.5,0.9,3.6,1.5,0.644,0.896,0.356,0.078,0.168712774,0.089353232,0.138794813,0.075604233
849,0.75,0.5,0.9,2.8,2,0.644,0.848,0.384,0.15,0.137346278,0.126870012,0.146095859,0.106301458
850,0.75,0.5,0.9,3.2,2,0.664,0.914,0.368,0.094,0.129243955,0.102,0.134818396,0.075921012
851,0.75,0.5,0.9,3.6,2,0.64,0.94,0.32,0.048,0.157480157,0.063245553,0.145602198,0.072773622
852,0.75,0.5,1,2.8,0.5,0.662,0.72,0.346,0.308,0.156064089,0.145602198,0.138866843,0.149452334
853,0.75,0.5,1,3.2,0.5,0.638,0.72,0.368,0.286,0.144069428,0.142828569,0.140627167,0.141435498
854,0.75,0.5,1,3.6,0.5,0.668,0.762,0.41,0.262,0.152892119,0.126317061,0.159059737,0.130980915
855,0.75,0.5,1,2.8,1,0.654,0.79,0.322,0.19,0.14589037,0.11,0.172383294,0.113578167
856,0.75,0.5,1,3.2,1,0.648,0.808,0.348,0.174,0.147295621,0.111067547,0.164,0.112800709
857,0.75,0.5,1,3.6,1,0.648,0.832,0.316,0.174,0.147295621,0.139197701,0.152787434,0.114560028
858,0.75,0.5,1,2.8,1.5,0.656,0.828,0.348,0.158,0.149879952,0.113207774,0.159047163,0.102156742
859,0.75,0.5,1,3.2,1.5,0.688,0.848,0.368,0.14,0.155743379,0.102449988,0.161789987,0.107703296
860,0.75,0.5,1,3.6,1.5,0.706,0.904,0.308,0.09,0.143401534,0.089353232,0.126237871,0.098488578
861,0.75,0.5,1,2.8,2,0.646,0.866,0.334,0.118,0.168772036,0.108830143,0.177324561,0.108977062
862,0.75,0.5,1,3.2,2,0.62,0.918,0.322,0.096,0.142828569,0.084118963,0.13607351,0.082365041
863,0.75,0.5,1,3.6,2,0.636,0.95,0.358,0.04,0.160947196,0.072801099,0.14572577,0.06
864,0.75,0.7,0.5,2.8,0.5,0.688,0.738,0.398,0.336,0.145106857,0.152170956,0.176056809,0.143888846
865,0.75,0.7,0.5,3.2,0.5,0.618,0.724,0.372,0.264,0.162098735,0.134996296,0.140057131,0.107256701
866,0.75,0.7,0.5,3.6,0.5,0.638,0.736,0.368,0.256,0.146819617,0.130782262,0.133326666,0.149879952
867,0.75,0.7,0.5,2.8,1,0.678,0.786,0.354,0.236,0.154,0.129630243,0.159009434,0.155897402
868,0.75,0.7,0.5,3.2,1,0.664,0.818,0.38,0.214,0.143888846,0.133701159,0.158745079,0.137127678
869,0.75,0.7,0.5,3.6,1,0.636,0.834,0.372,0.144,0.157175062,0.129011627,0.153674982,0.104230514
870,0.75,0.7,0.5,2.8,1.5,0.62,0.838,0.3,0.146,0.16,0.114699608,0.129614814,0.104326411
871,0.75,0.7,0.5,3.2,1.5,0.64,0.856,0.376,0.132,0.149666295,0.089799777,0.140797727,0.110344914
872,0.75,0.7,0.5,3.6,1.5,0.662,0.922,0.364,0.112,0.145451023,0.106376689,0.152,0.112498889
873,0.75,0.7,0.5,2.8,2,0.654,0.882,0.364,0.126,0.15647364,0.121144542,0.157175062,0.101607086
874,0.75,0.7,0.5,3.2,2,0.624,0.92,0.364,0.07,0.122572428,0.087177979,0.155897402,0.080622577
875,0.75,0.7,0.5,3.6,2,0.606,0.942,0.394,0.066,0.130245921,0.07236021,0.165420676,0.076446059
876,0.75,0.7,0.7,2.8,0.5,0.652,0.666,0.342,0.322,0.153935051,0.147797158,0.131285947,0.148714492
877,0.75,0.7,0.7,3.2,0.5,0.696,0.748,0.356,0.26,0.16365818,0.164,0.143052438,0.146969385
878,0.75,0.7,0.7,3.6,0.5,0.672,0.744,0.35,0.244,0.163755916,0.128312119,0.137477271,0.132905982
879,0.75,0.7,0.7,2.8,1,0.694,0.764,0.356,0.23,0.148875787,0.130782262,0.161443489,0.15
880,0.75,0.7,0.7,3.2,1,0.666,0.814,0.356,0.178,0.151802503,0.131164019,0.157683227,0.108240473
881,0.75,0.7,0.7,3.6,1,0.648,0.852,0.378,0.184,0.123676999,0.111785509,0.133101465,0.128623482
882,0.75,0.7,0.7,2.8,1.5,0.636,0.878,0.336,0.192,0.135292276,0.096519428,0.145272158,0.124643492
883,0.75,0.7,0.7,3.2,1.5,0.644,0.89,0.344,0.168,0.144443761,0.098488578,0.155125755,0.1362938
884,0.75,0.7,0.7,3.6,1.5,0.686,0.912,0.362,0.104,0.140014285,0.103227903,0.174229733,0.101901914
885,0.75,0.7,0.7,2.8,2,0.652,0.85,0.362,0.126,0.133026313,0.098488578,0.118135515,0.105470375
886,0.75,0.7,0.7,3.2,2,0.612,0.91,0.36,0.084,0.130598622,0.085440037,0.134164079,0.094572723
887,0.75,0.7,0.7,3.6,2,0.674,0.944,0.35,0.084,0.150744817,0.080399005,0.172336879,0.088
888,0.75,0.7,0.9,2.8,0.5,0.67,0.716,0.368,0.286,0.131529464,0.14472042,0.15803797,0.120016666
889,0.75,0.7,0.9,3.2,0.5,0.634,0.754,0.388,0.284,0.150479234,0.137419067,0.159549365,0.143331783
890,0.75,0.7,0.9,3.6,0.5,0.626,0.748,0.388,0.236,0.143958327,0.144554488,0.145106857,0.129243955
891,0.75,0.7,0.9,2.8,1,0.666,0.814,0.328,0.216,0.1644506,0.107721864,0.145657132,0.128623482
892,0.75,0.7,0.9,3.2,1,0.666,0.814,0.358,0.224,0.149144226,0.126506917,0.144346805,0.117575508
893,0.75,0.7,0.9,3.6,1,0.648,0.84,0.336,0.184,0.149986666,0.132664992,0.112712022,0.125475097
894,0.75,0.7,0.9,2.8,1.5,0.63,0.812,0.322,0.174,0.15132746,0.139484766,0.138982013,0.112800709
895,0.75,0.7,0.9,3.2,1.5,0.636,0.85,0.332,0.134,0.155897402,0.092195445,0.139197701,0.114210332
896,0.75,0.7,0.9,3.6,1.5,0.66,0.902,0.36,0.088,0.156204994,0.096932967,0.153622915,0.090862534
897,0.75,0.7,0.9,2.8,2,0.7,0.88,0.348,0.112,0.137113092,0.10198039,0.143164241,0.099277389
898,0.75,0.7,0.9,3.2,2,0.654,0.922,0.342,0.072,0.148606864,0.090088845,0.141548578,0.08255907
899,0.75,0.7,0.9,3.6,2,0.658,0.932,0.376,0.062,0.152433592,0.078587531,0.137927517,0.074538581
900,0.75,0.7,1,2.8,0.5,0.638,0.662,0.364,0.278,0.166,0.15347964,0.145272158,0.117115328
901,0.75,0.7,1,3.2,0.5,0.63,0.74,0.36,0.27,0.174642492,0.116619038,0.146969385,0.125299641
902,0.75,0.7,1,3.6,0.5,0.612,0.758,0.332,0.238,0.16079801,0.113296072,0.163021471,0.135484316
903,0.75,0.7,1,2.8,1,0.636,0.78,0.35,0.214,0.158442419,0.1356466,0.159059737,0.128078101
904,0.75,0.7,1,3.2,1,0.646,0.824,0.344,0.172,0.131468627,0.130476051,0.140228385,0.140057131
905,0.75,0.7,1,3.6,1,0.668,0.846,0.296,0.178,0.15803797,0.102391406,0.149612834,0.130061524
906,0.75,0.7,1,2.8,1.5,0.68,0.796,0.322,0.194,0.161245155,0.123223374,0.126948809,0.142
907,0.75,0.7,1,3.2,1.5,0.628,0.86,0.318,0.152,0.16857046,0.105830052,0.180765041,0.104383907
908,0.75,0.7,1,3.6,1.5,0.708,0.906,0.338,0.09,0.136879509,0.078511146,0.174229733,0.102469508
909,0.75,0.7,1,2.8,2,0.646,0.882,0.326,0.13,0.134476764,0.108977062,0.114560028,0.100498756
910,0.75,0.7,1,3.2,2,0.646,0.898,0.336,0.108,0.131468627,0.108609392,0.133805829,0.095582425
911,0.75,0.7,1,3.6,2,0.624,0.942,0.362,0.056,0.119264412,0.069541355,0.148175572,0.075259551
912,0.75,0.9,0.5,2.8,0.5,0.636,0.716,0.322,0.272,0.136762568,0.134699666,0.164060964,0.120066648
913,0.75,0.9,0.5,3.2,0.5,0.666,0.77,0.35,0.282,0.147797158,0.136014705,0.15132746,0.153218798
914,0.75,0.9,0.5,3.6,0.5,0.656,0.72,0.37,0.236,0.155125755,0.134164079,0.159059737,0.148
915,0.75,0.9,0.5,2.8,1,0.664,0.776,0.342,0.246,0.145272158,0.134996296,0.140128512,0.143122325
916,0.75,0.9,0.5,3.2,1,0.612,0.834,0.392,0.18,0.122702893,0.133581436,0.150784615,0.12489996
917,0.75,0.9,0.5,3.6,1,0.672,0.832,0.34,0.164,0.154970965,0.106658333,0.14,0.141081537
918,0.75,0.9,0.5,2.8,1.5,0.648,0.834,0.372,0.204,0.169988235,0.106976633,0.142884569,0.124835892
919,0.75,0.9,0.5,3.2,1.5,0.656,0.834,0.316,0.118,0.147186956,0.101212647,0.157936696,0.103324731
920,0.75,0.9,0.5,3.6,1.5,0.638,0.914,0.376,0.09,0.156064089,0.084876381,0.149077161,0.083066239
921,0.75,0.9,0.5,2.8,2,0.648,0.874,0.354,0.128,0.164,0.114560028,0.14171803,0.111427106
922,0.75,0.9,0.5,3.2,2,0.668,0.898,0.31,0.074,0.161789987,0.106752049,0.140356688,0.068731361
923,0.75,0.9,0.5,3.6,2,0.672,0.928,0.348,0.05,0.138621788,0.084947042,0.155228863,0.060827625
924,0.75,0.9,0.7,2.8,0.5,0.65,0.714,0.332,0.278,0.156524758,0.140014285,0.133326666,0.125363472
925,0.75,0.9,0.7,3.2,0.5,0.672,0.71,0.338,0.24,0.16857046,0.171172428,0.144069428,0.126491106
926,0.75,0.9,0.7,3.6,0.5,0.622,0.754,0.346,0.254,0.138982013,0.137419067,0.160262285,0.120349491
927,0.75,0.9,0.7,2.8,1,0.658,0.796,0.374,0.23,0.170985379,0.14416657,0.159762323,0.126885775
928,0.75,0.9,0.7,3.2,1,0.626,0.802,0.316,0.178,0.159762323,0.112231903,0.14192956,0.090088845
929,0.75,0.9,0.7,3.6,1,0.656,0.844,0.332,0.146,0.113419575,0.140228385,0.139197701,0.126822711
930,0.75,0.9,0.7,2.8,1.5,0.634,0.806,0.388,0.178,0.121012396,0.144789502,0.165698521,0.110072703
931,0.75,0.9,0.7,3.2,1.5,0.658,0.874,0.332,0.104,0.15374004,0.103556748,0.151578363,0.099919968
932,0.75,0.9,0.7,3.6,1.5,0.632,0.878,0.338,0.112,0.15803797,0.096519428,0.158606431,0.097241966
933,0.75,0.9,0.7,2.8,2,0.67,0.888,0.366,0.138,0.15132746,0.084,0.140868733,0.126317061
934,0.75,0.9,0.7,3.2,2,0.674,0.926,0.326,0.086,0.107349895,0.079523581,0.164693655,0.077485483
935,0.75,0.9,0.7,3.6,2,0.672,0.93,0.362,0.056,0.134223694,0.075498344,0.132499057,0.082849261
936,0.75,0.9,0.9,2.8,0.5,0.692,0.754,0.38,0.32,0.162283702,0.14171803,0.153622915,0.169705627
937,0.75,0.9,0.9,3.2,0.5,0.672,0.732,0.334,0.272,0.158795466,0.143443369,0.132075736,0.123353152
938,0.75,0.9,0.9,3.6,0.5,0.614,0.748,0.36,0.276,0.1600125,0.144554488,0.149666295,0.134996296
939,0.75,0.9,0.9,2.8,1,0.63,0.792,0.378,0.224,0.131529464,0.109252002,0.155293271,0.124193398
940,0.75,0.9,0.9,3.2,1,0.662,0.816,0.336,0.188,0.154777259,0.115516233,0.176363261,0.112498889
941,0.75,0.9,0.9,3.6,1,0.654,0.862,0.362,0.16,0.162739055,0.103711137,0.127890578,0.09591663
942,0.75,0.9,0.9,2.8,1.5,0.636,0.816,0.356,0.196,0.187360615,0.117234807,0.166324983,0.124835892
943,0.75,0.9,0.9,3.2,1.5,0.656,0.866,0.4,0.122,0.14164745,0.108830143,0.152315462,0.128514591
944,0.75,0.9,0.9,3.6,1.5,0.674,0.888,0.31,0.11,0.1411524,0.105147515,0.161554944,0.100498756
945,0.75,0.9,0.9,2.8,2,0.658,0.882,0.342,0.124,0.138693908,0.101370607,0.148445276,0.10307279
946,0.75,0.9,0.9,3.2,2,0.656,0.9,0.374,0.096,0.155125755,0.09591663,0.171825493,0.091564185
947,0.75,0.9,0.9,3.6,2,0.666,0.946,0.38,0.062,0.155704849,0.066962676,0.158745079,0.074538581
948,0.75,0.9,1,2.8,0.5,0.668,0.698,0.374,0.282,0.172557237,0.15295751,0.142562267,0.143791516
949,0.75,0.9,1,3.2,0.5,0.646,0.724,0.382,0.27,0.183532014,0.120929732,0.13067517,0.145945195
950,0.75,0.9,1,3.6,0.5,0.672,0.748,0.37,0.23,0.147023808,0.137462722,0.156524758,0.145945195
951,0.75,0.9,1,2.8,1,0.664,0.796,0.306,0.218,0.158442419,0.138506318,0.15285287,0.138115893
952,0.75,0.9,1,3.2,1,0.618,0.832,0.358,0.2,0.154518607,0.102839681,0.147091808,0.128062485
953,0.75,0.9,1,3.6,1,0.628,0.818,0.33,0.164,0.158795466,0.108977062,0.148660687,0.114472704
954,0.75,0.9,1,2.8,1.5,0.624,0.81,0.35,0.144,0.130476051,0.125299641,0.157797338,0.116893114
955,0.75,0.9,1,3.2,1.5,0.648,0.854,0.344,0.142,0.137462722,0.122,0.16390241,0.09816313
956,0.75,0.9,1,3.6,1.5,0.634,0.908,0.342,0.114,0.1436802,0.093466572,0.168629772,0.114908659
957,0.75,0.9,1,2.8,2,0.67,0.884,0.402,0.154,0.148660687,0.102683981,0.161851784,0.115256236
958,0.75,0.9,1,3.2,2,0.648,0.934,0.328,0.082,0.164,0.088566359,0.147023808,0.090972523
959,0.75,0.9,1,3.6,2,0.622,0.928,0.338,0.06,0.174688294,0.08255907,0.157340395,0.069282032
960,1,0.1,0.5,2.8,0.5,0.582,0.67,0.398,0.364,0.169339895,0.152643375,0.143513066,0.133805829
961,1,0.1,0.5,3.2,0.5,0.632,0.706,0.378,0.3,0.134818396,0.148875787,0.164060964,0.132664992
962,1,0.1,0.5,3.6,0.5,0.568,0.706,0.392,0.282,0.146205335,0.159260792,0.165939748,0.151907867
963,1,0.1,0.5,2.8,1,0.642,0.734,0.346,0.264,0.158858428,0.125872952,0.149946657,0.130782262
964,1,0.1,0.5,3.2,1,0.616,0.76,0.384,0.246,0.15147277,0.1356466,0.174768418,0.138866843
965,1,0.1,0.5,3.6,1,0.584,0.758,0.388,0.212,0.139082709,0.137244308,0.129058126,0.122702893
966,1,0.1,0.5,2.8,1.5,0.612,0.754,0.376,0.252,0.147837749,0.14171803,0.164389781,0.113560557
967,1,0.1,0.5,3.2,1.5,0.62,0.802,0.348,0.172,0.14832397,0.125682139,0.138910043,0.121720992
968,1,0.1,0.5,3.6,1.5,0.572,0.858,0.388,0.162,0.14427751,0.113296072,0.162037033,0.123109707
969,1,0.1,0.5,2.8,2,0.6,0.818,0.338,0.204,0.178885438,0.127577427,0.138405202,0.114821601
970,1,0.1,0.5,3.2,2,0.622,0.858,0.396,0.138,0.143234074,0.107870292,0.19591835,0.107498837
971,1,0.1,0.5,3.6,2,0.634,0.904,0.388,0.134,0.1436802,0.087086164,0.170458206,0.121012396
972,1,0.1,0.7,2.8,0.5,0.604,0.67,0.328,0.306,0.16365818,0.141774469,0.152367976,0.15285287
973,1,0.1,0.7,3.2,0.5,0.6,0.646,0.4,0.286,0.12328828,0.135955875,0.13114877,0.148337453
974,1,0.1,0.7,3.6,0.5,0.606,0.712,0.372,0.282,0.162984662,0.124322162,0.153674982,0.168154691
975,1,0.1,0.7,2.8,1,0.64,0.702,0.36,0.268,0.146969385,0.150319659,0.168522995,0.15025312
976,1,0.1,0.7,3.2,1,0.652,0.732,0.364,0.222,0.118726577,0.133326666,0.150678466,0.131590273
977,1,0.1,0.7,3.6,1,0.594,0.812,0.408,0.216,0.154155765,0.130598622,0.158543369,0.120598507
978,1,0.1,0.7,2.8,1.5,0.61,0.776,0.396,0.238,0.128452326,0.132,0.146914941,0.135484316
979,1,0.1,0.7,3.2,1.5,0.644,0.794,0.36,0.188,0.145821809,0.15544774,0.167332005,0.139484766
980,1,0.1,0.7,3.6,1.5,0.636,0.822,0.374,0.16,0.130782262,0.113648581,0.161009317,0.103923048
981,1,0.1,0.7,2.8,2,0.62,0.792,0.396,0.228,0.176635217,0.129367693,0.150943698,0.123353152
982,1,0.1,0.7,3.2,2,0.598,0.864,0.428,0.156,0.151644321,0.110923397,0.158795466,0.123547562
983,1,0.1,0.7,3.6,2,0.594,0.88,0.414,0.138,0.143401534,0.109544512,0.177775139,0.105621967
984,1,0.1,0.9,2.8,0.5,0.622,0.64,0.374,0.314,0.130061524,0.157480157,0.149412182,0.163719272
985,1,0.1,0.9,3.2,0.5,0.6,0.674,0.368,0.308,0.152315462,0.129321305,0.177132719,0.150784615
986,1,0.1,0.9,3.6,0.5,0.58,0.688,0.36,0.308,0.167332005,0.133626345,0.13114877,0.154712637
987,1,0.1,0.9,2.8,1,0.634,0.71,0.398,0.294,0.135070352,0.13892444,0.147634684,0.143401534
988,1,0.1,0.9,3.2,1,0.604,0.74,0.4,0.274,0.186504692,0.128062485,0.14832397,0.124595345
989,1,0.1,0.9,3.6,1,0.624,0.79,0.408,0.222,0.139370011,0.111803399,0.180930926,0.122131077
990,1,0.1,0.9,2.8,1.5,0.618,0.78,0.374,0.246,0.158354034,0.121655251,0.146710599,0.128390031
